C-ERVZEITPUNKT3-0;C-ERVAMSTVORHER4-0;C-ERVAMST4-0;C-ERVAGE5-0;C-ERVSEX1-0;F-ERV_STAT_HAUPT
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4630
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;2;18720
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;1;14
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;2;10
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;1;458645
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;2;298182
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;1;138
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;2;67
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;1;212864
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;2;204041
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;1;36
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;2;6
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;1;12911
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;2;7989
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;1;610
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;2;47
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;1;10991
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;2;11053
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-65;1;5
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;1;329383
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;2;274110
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;1;494
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;2;116
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;1;18417
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;2;24334
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;1;21393
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;2;11812
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;1;9508
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;2;5110
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;1;34
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;2;16
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;1;791
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;2;15372
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;1;11821
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;2;272
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;1;9
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;2;13
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4684
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;2;2866
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;1;36905
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;2;42244
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;1;151494
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;2;215006
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-65;1;4
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;1;15061
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;2;14958
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;1;37
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;2;37
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;1;10580
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;2;16543
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;1;36546
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;2;35763
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;1;16
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;2;14
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;1;385512
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;2;330520
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;0;81
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;1;3185
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;2;4403
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;0;1
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;1;371888
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;2;305795
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;1;377
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;2;99
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;1;9069
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;2;14633
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;1;4506
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;2;8269
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;1;18340
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;2;20332
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;1;12
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;2;5
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;1;270513
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;2;284549
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;0;4
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;1;5547
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;2;16145
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;1;377543
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;2;318851
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;0;5
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;1;4885
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2403
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;1;54350
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;2;103055
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;0;1
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;1;144
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;2;91
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;1;381162
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;2;249279
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;1;108
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;2;67
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;1;40315
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;2;50528
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;1;29301
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;2;16494
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;1;137391
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;2;203437
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;1;403081
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;2;297378
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;0;86
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;1;4497
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;2;5462
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;1;34293
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;2;60658
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;1;68
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;2;40
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;1;5314
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;2;6493
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;1;5
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;1;1050
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;2;730
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;1;67
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;2;35
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;1;782
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;2;1616
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4888
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;2;20582
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;1;8
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;2;6
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;1;443576
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;2;293251
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;1;110
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;2;54
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;1;173442
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;2;184982
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;1;19
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;2;9
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;1;11905
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;2;8009
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;1;838
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;2;40
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;1;13658
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;2;14125
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;1;318672
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;2;270026
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;1;316
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;2;136
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;1;17937
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;2;25446
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;1;23227
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;2;12933
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;1;8629
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;2;4892
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;1;29
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;2;12
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;1;403
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;2;13852
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;1;11970
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;2;264
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;1;11
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;2;9
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4625
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;2;2843
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;1;37187
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;2;41465
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;1;163341
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;2;227691
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-65;1;1
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;1;17657
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;2;17320
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;1;28
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;2;44
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;1;10415
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;2;16720
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;1;32611
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;2;33642
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;1;20
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;2;9
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;1;408244
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;2;330062
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;0;87
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;1;3775
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;2;4984
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;1;356288
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;2;301450
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;1;236
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;2;120
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;1;9300
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;2;13809
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;1;4262
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;2;7863
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;1;16692
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;2;18341
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;1;8
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;2;5
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;1;262813
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;2;280308
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;0;10
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;1;5542
ERVEXTZEITPUNKT3-2018;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;2;15760
