C-ERVZEITPUNKT3-0;C-ERVAMSTVORHER4-0;C-ERVAMST4-0;C-ERVAGE5-0;C-ERVSEX1-0;F-ERV_STAT_HAUPT
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;2;10
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;1;219
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;2;15841
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;1;15818
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;2;388
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;1;18
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;2;13
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-65;1;1
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;1;6163
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;2;3689
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;1;34105
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;2;40005
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;1;144781
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;2;196819
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;1;14018
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;2;14404
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-65;1;1
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;1;43
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;2;49
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;1;4
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;1;11473
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;2;18960
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;1;34059
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;2;34297
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;1;11
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;2;12
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;1;333281
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;2;299733
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;0;37
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;1;2077
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2911
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;1;363859
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;2;297966
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;1;190
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;2;125
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;1;9467
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;2;15014
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;1;4851
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;2;8129
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;1;17951
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;2;19541
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;2;7
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;1;253924
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;2;266214
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;0;4
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;1;5568
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;2;14036
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;1;347402
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;2;331395
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;0;1
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;1;4535
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2610
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;1;43851
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;2;96675
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;1;100
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;2;72
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;1;393128
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;2;245105
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;1;118
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;2;45
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;1;37672
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;2;44181
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;1;23751
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;2;12866
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;1;123157
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;2;179023
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;1;1
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;1;339210
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;2;275331
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;0;36
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;1;2910
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;2;3537
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;1;25051
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;2;56688
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;1;43
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;2;34
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;1;5847
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;2;7049
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;2;2
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;1;1209
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;2;836
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;1;46
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;2;30
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;1;704
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;2;1685
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4290
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;2;19090
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;1;6
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;2;6
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;1;429378
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;2;277988
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;1;102
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;2;42
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;1;243276
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;2;233955
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;1;227
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;2;58
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;1;15117
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;2;8994
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;1;397
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;2;32
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;1;10807
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;2;10925
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;1;321207
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;2;266461
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;1;375
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;2;147
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;1;18945
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;2;22655
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;1;19597
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;2;10159
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;1;12388
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;2;6504
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;1;71
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;2;12
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;1;826
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;2;15785
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;1;14338
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;2;367
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;1;58
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;2;76
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;1;9034
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;2;7763
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;1;33695
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;2;38809
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;1;142310
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;2;201067
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-65;1;1
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;1;14670
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;2;13968
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;1;32
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;2;45
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;1;10448
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;2;18213
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;1;35562
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;2;34490
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;1;6
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;2;7
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;1;344275
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;2;311942
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;0;41
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;1;2395
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;2;3133
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;1;364209
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;2;299797
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;1;390
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;2;139
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;1;8007
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;2;12931
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;1;5221
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;2;8216
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;1;18447
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;2;20300
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;1;11
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;2;3
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;1;263811
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;2;272698
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;1;5415
ERVEXTZEITPUNKT3-2014;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;2;14267
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;1;356290
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;2;341136
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;0;1
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;1;4795
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2570
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;1;44102
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;2;97389
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;1;98
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;2;41
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;1;401334
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;2;248704
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;1;208
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;2;79
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;1;32280
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;2;42070
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;1;24894
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;2;13828
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;1;123417
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;2;181104
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;1;342887
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;2;285462
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;0;58
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;1;3241
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;2;4024
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;1;25386
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;2;54727
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;1;36
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;2;15
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;1;5731
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;2;6476
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;1;4
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;1;1090
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;2;705
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;1;45
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;2;19
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;1;692
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;2;1479
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4387
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;2;17894
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;1;8
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;2;2
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;1;444559
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;2;283292
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;1;156
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;2;52
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;1;183581
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;2;192548
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;1;77
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;2;25
